k,exact,IAPPA1_q1.75,IAPPA2_q1.75,delta1_bound_component,delta2_bound_component
401,3.2655228588281354e-10,2.199596612647059e-08,1.2417605552854143e-10,0.01236350304094342,1.7589155290399411e-06
402,3.2229691493851786e-10,2.191868720712891e-08,1.2509475899360956e-10,0.012347776521540245,1.7502801344008005e-06
403,3.1806875648972794e-10,2.184440375690621e-08,1.2600498864061692e-10,0.012332107612993484,1.7417082203836764e-06
404,3.138684437508618e-10,2.1773014312394834e-08,1.269065880712405e-10,0.012316495967906632,1.7331991660036439e-06
405,3.096965824540953e-10,2.1704418129001504e-08,1.2779940328467763e-10,0.012300941241795453,1.7247523578532744e-06
406,3.0555375125105376e-10,2.1638515185277946e-08,1.2868328271246796e-10,0.01228544309305675,1.716367189991918e-06
407,3.014405021227754e-10,2.1575206187492433e-08,1.2955807725255242e-10,0.012270001182937543,1.708043063836868e-06
408,2.973573607972796e-10,2.1514392574601515e-08,1.3042364030255104e-10,0.012254615175504647,1.6997793880563738e-06
409,2.9330482717409054e-10,2.1455976523769327e-08,1.3127982779224404e-10,0.012239284737614648,1.6915755784644637e-06
410,2.892833757550799e-10,2.1399860956570098e-08,1.3212649821523844e-10,0.012224009538884265,1.6834310579175442e-06
411,2.8529345608101085e-10,2.134594954599719e-08,1.3296351265980567e-10,0.012208789251661098,1.6753452562127397e-06
412,2.813354931731804e-10,2.1294146724390976e-08,1.337907348388732e-10,0.01219362355099475,1.667317609987944e-06
413,2.7740988797957543e-10,2.1244357692385824e-08,1.3460803111915616e-10,0.012178512114608327,1.6593475626235434e-06
414,2.735170178249711e-10,2.119648842896506e-08,1.3541527054941275e-10,0.012163454622870289,1.6514345641457854e-06
415,2.6965723686442184e-10,2.115044570270196e-08,1.3621232488781035e-10,0.012148450758766685,1.6435780711317598e-06
416,2.658308765396082e-10,2.1106137084252883e-08,1.369990686283879e-10,0.012133500207873724,1.6357775466159612e-06
417,2.6203824603751945e-10,2.106347096015833e-08,1.3777537902660002e-10,0.0121186026583307,1.6280324599984026e-06
418,2.5827963275097237e-10,2.102235654799674e-08,1.3854113612393234e-10,0.012103757800813264,1.6203422869542504e-06
419,2.5455530274047915e-10,2.098270391292474e-08,1.3929622277157255e-10,0.01208896532850704,1.6127065093449553e-06
420,2.508655011969985e-10,2.0944423985627934e-08,1.4004052465312752e-10,0.01207422493708156,1.605124615130846e-06
421,2.4721045290511544e-10,2.0907428581695066e-08,1.4077393030637372e-10,0.012059536324664548,1.5975960982851623e-06
422,2.4359036270621674e-10,2.0871630422419193e-08,1.4149633114402994e-10,0.01204489919181651,1.590120458709497e-06
423,2.400054159612443e-10,2.083694315701899e-08,1.4220762147354346e-10,0.012030313241505657,1.5826972021506246e-06
424,2.3645577901262314e-10,2.0803281386264327e-08,1.4290769851587683e-10,0.012015778179083133,1.5753258401186868e-06
425,2.329415996449774e-10,2.0770560687480206e-08,1.4359646242328935e-10,0.012001293712258564,1.5680058898067111e-06
426,2.294630075442692e-10,2.0738697640894857e-08,1.4427381629610227e-10,0.0119868595510759,1.5607368740114395e-06
427,2.2602011475499984e-10,2.0707609857288323e-08,1.4493966619843982e-10,0.011972475407889562,1.5535183210554388e-06
428,2.2261301613514242e-10,2.0677216006889686e-08,1.4559392117293986e-10,0.011958140997340902,1.546349764710474e-06
429,2.1924178980847822e-10,2.0647435849462975e-08,1.4623649325442518e-10,0.01194385603633492,1.5392307441221167e-06
430,2.159064976140318e-10,2.0618190265513844e-08,1.4686729748253107e-10,0.01192962024401731,1.532160803735569e-06
431,2.126071855523128e-10,2.0589401288541617e-08,1.4748625191328227e-10,0.011915433341751758,1.5251394932226797e-06
432,2.0934388422808522e-10,2.0560992138254324e-08,1.4809327762961413e-10,0.011901295053097536,1.5181663674101287e-06
433,2.061166092894036e-10,2.0532887254657557e-08,1.4868829875083457e-10,0.011887205103787367,1.5112409862087636e-06
434,2.029253618626651e-10,2.0505012332921755e-08,1.4927124244102142e-10,0.011873163221705558,1.5043629145440608e-06
435,1.9977012898344498e-10,2.0477294358926644e-08,1.4984203891635357e-10,0.011859169136866412,1.497531722287696e-06
436,1.966508840228912e-10,2.0449661645376034e-08,1.5040062145137251e-10,0.01184522258139289,1.490746984190201e-06
437,1.9356758710947342e-10,2.0422043868371487e-08,1.5094692638417132e-10,0.011831323289495542,1.4840082798146887e-06
438,1.9052018554589035e-10,2.0394372104328658e-08,1.5148089312051225e-10,0.011817470997451692,1.4773151934716256e-06
439,1.8750861422095198e-10,2.0366578867116318e-08,1.520024641368701e-10,0.011803665443584877,1.4706673141546335e-06
440,1.845327960162703e-10,2.0338598145294366e-08,1.5251158498240248e-10,0.01178990636824453,1.4640642354773033e-06
441,1.815926422075976e-10,2.031036543932447e-08,1.5300820427984678e-10,0.011776193513785914,1.4575055556109995e-06
442,1.786880528606686e-10,2.028181779862441e-08,1.5349227372534596e-10,0.011762526624550296,1.4509908772236415e-06
443,1.7581891722141196e-10,2.025289385833529e-08,1.5396374808720484e-10,0.01174890544684536,1.4445198074194408e-06
444,1.729851141004073e-10,2.0223533875669503e-08,1.5442258520357862e-10,0.01173532972892586,1.4380919576795794e-06
445,1.7018651225147571e-10,2.0193679765706524e-08,1.548687459790979e-10,0.011721799220974483,1.4317069438038106e-06
446,1.6742297074430213e-10,2.016327513650336e-08,1.5530219438043384e-10,0.011708313675082977,1.4253643858529698e-06
447,1.6469433933099741e-10,2.013226532338696e-08,1.5572289743080695e-10,0.011694872845233474,1.4190639080923724e-06
448,1.6200045880651863e-10,2.010059742229651e-08,1.5613082520344635e-10,0.011681476487280046,1.4128051389360907e-06
449,1.5934116136287502e-10,2.006822032204505e-08,1.5652595081400223e-10,0.01166812435893048,1.4065877108920886e-06
450,1.5671627093705626e-10,2.0035084735372082e-08,1.5690825041192177e-10,0.011654816219728276,1.4004112605082021e-06
451,1.5412560355262853e-10,2.0001143228660836e-08,1.5727770317079196e-10,0.01164155183103484,1.3942754283189494e-06
452,1.5156896765495324e-10,1.9966350250197496e-08,1.576342912776584e-10,0.011628330956011908,1.3881798587931558e-06
453,1.4904616443999024e-10,1.9930662156852717e-08,1.579779999213283e-10,0.011615153359604157,1.382124200282381e-06
454,1.4655698817665574e-10,1.9894037239070154e-08,1.583088172796652e-10,0.01160201880852204,1.376108104970133e-06
455,1.441012265227132e-10,1.985643574405107e-08,1.5862673450588623e-10,0.011588927071224804,1.3701312288218553e-06
456,1.4167866083418218e-10,1.9817819897029243e-08,1.5893174571387076e-10,0.011575877917903725,1.364193231535674e-06
457,1.3928906646825726e-10,1.9778153920535703e-08,1.5922384796249022e-10,0.011562871120465522,1.3582937764938925e-06
458,1.3693221307973612e-10,1.973740405155878e-08,1.5950304123897135e-10,0.011549906452515968,1.3524325307152194e-06
459,1.3460786491096217e-10,1.9695538556511206e-08,1.5976932844130379e-10,0.011536983689343706,1.3466091648077185e-06
460,1.3231578107529202e-10,1.965252774392245e-08,1.6002271535970378e-10,0.011524102607904237,1.3408233529224665e-06
461,1.30055715834107e-10,1.9608343974781728e-08,1.6026321065714596e-10,0.011511262986804091,1.3350747727079083e-06
462,1.2782741886738964e-10,1.9562961670464256e-08,1.6049082584897792e-10,0.0114984646062852,1.329363105264897e-06
463,1.256306355378939e-10,1.9516357318180517e-08,1.6070557528162883e-10,0.011485707248209435,1.3236880351024063e-06
464,1.234651071489428e-10,1.946850947389689e-08,1.609074761104283e-10,0.011472990696043317,1.3180492500939053e-06
465,1.2133057119588995e-10,1.941939876268311e-08,1.6109654827654803e-10,0.011460314734842929,1.3124464414343824e-06
466,1.1922676161128864e-10,1.9369007876450747e-08,1.6127281448308168e-10,0.011447679151238965,1.306879303598009e-06
467,1.1715340900381434e-10,1.9317321569054757e-08,1.6143630017027952e-10,0.011435083733421985,1.3013475342964331e-06
468,1.1511024089099159e-10,1.9264326648739243e-08,1.6158703348995158e-10,0.011422528271127812,1.2958508344376874e-06
469,1.1309698192577922e-10,1.9210011967915942e-08,1.6172504527905687e-10,0.011410012555623112,1.2903889080857072e-06
470,1.1111335411707241e-10,1.915436841027348e-08,1.6185036903249482e-10,0.011397536379691122,1.2849614624204442e-06
471,1.0915907704418232e-10,1.9097388875223193e-08,1.6196304087511568e-10,0.011385099537617563,1.2795682076985686e-06
472,1.0723386806535846e-10,1.9039068259695955e-08,1.6206309953296696e-10,0.011372701825176683,1.2742088572147456e-06
473,1.0533744252041999e-10,1.8979403437312817e-08,1.6215058630379513e-10,0.01136034303961749,1.2688831272634835e-06
474,1.0346951392756653e-10,1.891839323496032e-08,1.6222554502681784e-10,0.011348022979650112,1.2635907371015353e-06
475,1.016297941744415e-10,1.8856038406809396e-08,1.622880220517875e-10,0.011335741445432326,1.2583314089108532e-06
476,9.98179937035218e-11,1.879234160582466e-08,1.623380662073635e-10,0.011323498238556235,1.2531048677620784e-06
477,9.803382169191089e-11,1.8727307352818556e-08,1.6237572876881232e-10,0.01131129316203509,1.2479108415785656e-06
478,9.627698622561494e-11,1.866094200311188e-08,1.6240106342505451e-10,0.011299126020290269,1.2427490611009265e-06
479,9.454719446838194e-11,1.8593253710869686e-08,1.624141262450787e-10,0.011286996619138394,1.2376192598520875e-06
480,9.284415282518565e-11,1.8524252391187984e-08,1.6241497564374144e-10,0.011274904765778583,1.2325211741028518e-06
481,9.116756710043907e-11,1.8453949680013268e-08,1.624036723469728e-10,0.011262850268779873,1.2274545428379582e-06
482,8.951714265102161e-11,1.838235889198285e-08,1.623802793564086e-10,0.011250832938068746,1.2224191077226278e-06
483,8.789258453420629e-11,1.8309494976279687e-08,1.62344861913469e-10,0.011238852584916817,1.2174146130695911e-06
484,8.629359765057375e-11,1.823537447060064e-08,1.6229748746290415e-10,0.011226909021928654,1.2124408058065873e-06
485,8.471988688200157e-11,1.8160015453341956e-08,1.622382256158275e-10,0.011215002063029722,1.207497435444328e-06
486,8.31711572248168e-11,1.8083437494110156e-08,1.621671481122572e-10,0.011203131523454476,1.2025842540449188e-06
487,8.164711391820148e-11,1.8005661602670487e-08,1.6208432878318736e-10,0.011191297219734568,1.1977010161907292e-06
488,8.014746256794054e-11,1.7926710176448526e-08,1.6198984351220972e-10,0.011179498969687202,1.192847478953706e-06
489,7.867190926560258e-11,1.784660694670375e-08,1.6188377019670614e-10,0.011167736592403592,1.1880234018651215e-06
490,7.722016070324286e-11,1.776537692349614e-08,1.617661887086346e-10,0.011156009908237573,1.1832285468857487e-06
491,7.57919242837201e-11,1.7683046339569382e-08,1.616371808549288e-10,0.011144318738794316,1.1784626783764597e-06
492,7.438690822671701e-11,1.7599642593275383e-08,1.6149683033753348e-10,0.01113266290691917,1.1737255630692369e-06
493,7.300482167055461e-11,1.751519419066639e-08,1.613452227130961e-10,0.011121042236686637,1.169016970038592e-06
494,7.164537476989133e-11,1.742973068688151e-08,1.611824453523368e-10,0.01110945655338945,1.164336670673388e-06
495,7.03082787893964e-11,1.7343282626954447e-08,1.6100858739911727e-10,0.01109790568352778,1.159684438649053e-06
496,6.899324619348764e-11,1.7255881486169506e-08,1.608237397292317e-10,0.01108638945479855,1.1550600499001849e-06
497,6.769999073222238e-11,1.7167559610091846e-08,1.6062799490893835e-10,0.011074907696084877,1.1504632825935378e-06
498,6.642822752343107e-11,1.7078350154396896e-08,1.604214471532559e-10,0.011063460237445623,1.1458939171013839e-06
499,6.517767313118148e-11,1.6988287024622637e-08,1.6020419228404298e-10,0.011052046910105045,1.1413517359752457e-06
500,6.394804564066106e-11,1.68974048159663e-08,1.599763276878856e-10,0.011040667546442572,1.136836523919993e-06
501,6.273906472956482e-11,1.6805738753244676e-08,1.597379522738092e-10,0.011029321979982689,1.1323480677682995e-06
502,6.155045173607507e-11,1.6713324631134853e-08,1.5948916643083987e-10,0.011018010045384916,1.1278861564554488e-06
503,6.038192972351835e-11,1.6620198754808916e-08,1.592300719854346e-10,0.011006731578433916,1.1234505809944927e-06
504,5.923322354178409e-11,1.6526397881072994e-08,1.5896077215879957e-10,0.010995486416029689,1.1190411344517465e-06
505,5.8104059885589434e-11,1.6431959160117508e-08,1.586813715241197e-10,0.01098427439617787,1.1146576119226243e-06
506,5.6994167349672545e-11,1.6336920077981337e-08,1.5839197596371806e-10,0.010973095357980151,1.110299810507804e-06
507,5.5903276480996757e-11,1.624131839982875e-08,1.5809269262616598e-10,0.010961949141624775,1.1059675292897189e-06
508,5.483111982804633e-11,1.6145192114133304e-08,1.5778362988336416e-10,0.010950835588377152,1.1016605693093692e-06
509,5.377743198729371e-11,1.6048579377858676e-08,1.5746489728761387e-10,0.010939754540570565,1.0973787335434516e-06
510,5.274194964691754e-11,1.5951518462721395e-08,1.571366055286991e-10,0.010928705841596977,1.0931218268817974e-06
511,5.1724411627848655e-11,1.5854047702615533e-08,1.567988663909981e-10,0.010917689335897924,1.0888896561051191e-06
512,5.072455892222108e-11,1.575620544227469e-08,1.5645179271064372e-10,0.010906704868955525,1.0846820298630572e-06
513,4.974213472930357e-11,1.5658029987241067e-08,1.5609549833275233e-10,0.010895752287283563,1.0804987586525235e-06
514,4.877688448898592e-11,1.55595595552063e-08,1.5573009806873859e-10,0.01088483143841867,1.076339654796338e-06
515,4.782855591289327e-11,1.5460832228783905e-08,1.5535570765373607e-10,0.010873942170911604,1.072204532422153e-06
516,4.6896899013200524e-11,1.5361885909767104e-08,1.54972443704141e-10,0.010863084334318615,1.0680932074416593e-06
517,4.5981666129217455e-11,1.5262758274921048e-08,1.5458042367529747e-10,0.010852257779192898,1.064005497530074e-06
518,4.508261195181422e-11,1.516348673335301e-08,1.5417976581934178e-10,0.010841462357076143,1.0599412221059003e-06
519,4.41994935457556e-11,1.506410838549866e-08,1.5377058914322214e-10,0.010830697920490157,1.0559002023109594e-06
520,4.333207037001094e-11,1.496465998375743e-08,1.533530133669133e-10,0.01081996432292859,1.0518822609906883e-06
521,4.248010429610581e-11,1.4865177894804915e-08,1.5292715888183973e-10,0.010809261418848734,1.0478872226746998e-06
522,4.164335962457981e-11,1.4765698063604828e-08,1.5249314670952658e-10,0.01079858906366341,1.0439149135576023e-06
523,4.08216030996138e-11,1.4666255979138349e-08,1.5205109846049205e-10,0.01078794711373294,1.0399651614800709e-06
524,4.0014603921889155e-11,1.456688664186374e-08,1.5160113629339942e-10,0.010777335426357197,1.0360377959101726e-06
525,3.9222133759738915e-11,1.4467624532914217e-08,1.5114338287448137e-10,0.010766753859767738,1.0321326479249358e-06
526,3.844396675865133e-11,1.4368503585037696e-08,1.5067796133725428e-10,0.010756202273120023,1.0282495501921646e-06
527,3.767987954918363e-11,1.4269557155277414e-08,1.5020499524253533e-10,0.010745680526485698,1.0243883369524908e-06
528,3.6929651253343095e-11,1.417081799938821e-08,1.4972460853877794e-10,0.01073518848084498,1.0205488440016633e-06
529,3.619306348949131e-11,1.4072318247979092e-08,1.492369255227384e-10,0.010724725998079094,1.016730908673069e-06
530,3.546990037582628e-11,1.397408938436888e-08,1.4874207080048883e-10,0.010714292940962803,1.0129343698204822e-06
531,3.4759948532495555e-11,1.3876162224137944e-08,1.4824016924878797e-10,0.010703889173157009,1.0091590678010406e-06
532,3.406299708239261e-11,1.377856689635543e-08,1.4773134597682408e-10,0.010693514559201424,1.0054048444584423e-06
533,3.3378837650687405e-11,1.3681332826458153e-08,1.4721572628834173e-10,0.01068316896450733,1.0016715431063616e-06
534,3.2707264363140587e-11,1.3584488720754213e-08,1.466934356441648e-10,0.010672852255350383,9.979590085120803e-07
535,3.204807384325029e-11,1.3488062552521312e-08,1.4616459962512734e-10,0.010662564298863524,9.942670868803323e-07
536,3.1401065208278343e-11,1.3392081549667186e-08,1.4562934389542354e-10,0.010652304963029935,9.905956258373564e-07
537,3.0766040064202324e-11,1.3296572183917026e-08,1.450877941663881e-10,0.010642074116676075,9.869444744151541e-07
538,3.014280249963851e-11,1.3201560161490418e-08,1.445400761607172e-10,0.01063187162946479,9.833134830359532e-07
539,2.953115907877931e-11,1.3107070415228257e-08,1.4398631557714023e-10,0.010621697371888478,9.797025034968693e-07
540,2.8930918833388106e-11,1.3013127098128283e-08,1.4342663805555231e-10,0.010611551215262336,9.761113889547642e-07
541,2.8341893253892975e-11,1.2919753578246105e-08,1.4286116914261662e-10,0.010601433031717669,9.725399939113006e-07
542,2.776389627961983e-11,1.2826972434917114e-08,1.4229003425784627e-10,0.010591342694195262,9.689881741981858e-07
543,2.7196744288204435e-11,1.2734805456253502e-08,1.417133586601731e-10,0.010581280076438822,9.654557869626058e-07
544,2.6640256084221466e-11,1.2643273637869366e-08,1.4113126741501243e-10,0.010571245052988482,9.619426906528434e-07
545,2.6094252887068075e-11,1.2552397182786115e-08,1.405438853618316e-10,0.010561237499174366,9.584487450040813e-07
546,2.5558558318138008e-11,1.2462195502469454e-08,1.399513370822293e-10,0.010551257291110231,9.54973811024385e-07
547,2.5032998387321656e-11,1.237268721894902e-08,1.3935374686853294e-10,0.010541304305687152,9.515177509808621e-07
548,2.451740147886618e-11,1.2283890167970874e-08,1.3875123869292032e-10,0.010531378420567287,9.480804283859995e-07
549,2.401159833662876e-11,1.2195821403133342e-08,1.3814393617707264e-10,0.010521479514177682,9.446617079841708e-07
550,2.3515422048755464e-11,1.2108497200956166e-08,1.3753196256236373e-10,0.010511607465704165,9.41261455738316e-07
551,2.3028708031816847e-11,1.2021933066833322e-08,1.3691544068059163e-10,0.010501762155085272,9.378795388167872e-07
552,2.2551294014430682e-11,1.1936143741819858e-08,1.3629449292525726e-10,0.010491943463006246,9.345158255803612e-07
553,2.2083020020401177e-11,1.185114321020361e-08,1.356692412233951e-10,0.010482151270893096,9.311701855694142e-07
554,2.1623728351403267e-11,1.1766944707812942e-08,1.350398070079601e-10,0.010472385460906704,9.278424894912574e-07
555,2.11732635692396e-11,1.1683560731012385e-08,1.3440631119077453e-10,0.010462645915937,9.245326092076308e-07
556,2.073147247769687e-11,1.1601003046338554e-08,1.3376887413603919e-10,0.010452932519597181,9.212404177223535e-07
557,2.0298204104027576e-11,1.1519282700729755e-08,1.3312761563441096e-10,0.010443245156218002,9.179657891691282e-07
558,1.9873309680082014e-11,1.1438410032303227e-08,1.3248265487765056e-10,0.010433583710842104,9.147085987994955e-07
559,1.9456642623115136e-11,1.135839468163528e-08,1.318341104338428e-10,0.010423948069218408,9.114687229709408e-07
560,1.904805851629127e-11,1.1279245603500215e-08,1.3118210022319107e-10,0.010414338117796563,9.082460391351456e-07
561,1.864741508890978e-11,1.1200971079025442e-08,1.3052674149438834e-10,0.010404753743721441,9.050404258263865e-07
562,1.8254572196373263e-11,1.1123578728220951e-08,1.298681508015657e-10,0.010395194834827688,9.018517626500759e-07
563,1.7869391799919676e-11,1.1047075522842855e-08,1.2920644398182043e-10,0.010385661279634329,8.98679930271445e-07
564,1.749173794613857e-11,1.0971467799551645e-08,1.2854173613332316e-10,0.010376152967339418,8.955248104043651e-07
565,1.712147674629136e-11,1.0896761273327435e-08,1.2787414159400533e-10,0.010366669787814748,8.923862858003076e-07
566,1.6758476355454506e-11,1.0822961051105493e-08,1.2720377392082768e-10,0.010357211631600602,8.892642402374379e-07
567,1.6402606951503992e-11,1.0750071645596922e-08,1.2653074586962822e-10,0.010347778389900562,8.861585585098442e-07
568,1.60537407139587e-11,1.0678096989260636e-08,1.2585516937554978e-10,0.010338369954576362,8.830691264168964e-07
569,1.5711751802699743e-11,1.0607040448394205e-08,1.2517715553404734e-10,0.01032898621814279,8.799958307527366e-07
570,1.5376516336582155e-11,1.0536904837312567e-08,1.244968145824724e-10,0.01031962707376264,8.769385592958961e-07
571,1.504791237195462e-11,1.0467692432584909e-08,1.2381425588223464e-10,0.010310292415241706,8.738972007990391e-07
572,1.4725819881102498e-11,1.0399404987301645e-08,1.2312958790153763e-10,0.01030098213702384,8.708716449788319e-07
573,1.4410120730628544e-11,1.0332043745344589e-08,1.2244291819868794e-10,0.010291696134186028,8.678617825059326e-07
574,1.410069865978559e-11,1.0265609455635052e-08,1.2175435340597512e-10,0.01028243430243354,8.648675049951043e-07
575,1.3797439258774398e-11,1.0200102386335772e-08,1.2106399921411977e-10,0.01027319653809511,8.618887049954459e-07
576,1.350022994701967e-11,1.0135522338984174e-08,1.2037196035728688e-10,0.010263982738118162,8.589252759807417e-07
577,1.3208959951436623e-11,1.0071868662535677e-08,1.1967834059866209e-10,0.010254792800064083,8.559771123399265e-07
578,1.2923520284699943e-11,1.0009140267297126e-08,1.189832427165874e-10,0.010245626622103548,8.530441093676655e-07
579,1.2643803723526514e-11,9.947335638731896e-09,1.1828676849125262e-10,0.010236484103011869,8.501261632550472e-07
580,1.236970478698278e-11,9.886452851119233e-09,1.1758901869193872e-10,0.010227365142164407,8.472231710803873e-07
581,1.210111971482712e-11,9.826489581051964e-09,1.1689009306481027e-10,0.010218269639532014,8.443350308001433e-07
582,1.1837946445897281e-11,9.767443120757735e-09,1.1619009032125099e-10,0.010209197495676524,8.414616412399366e-07
583,1.158008459655229e-11,9.709310391230244e-09,1.1548910812674029e-10,0.010200148611746278,8.386029020856819e-07
584,1.1327435439177908e-11,9.652087955158067e-09,1.1478724309026411e-10,0.010191122889471698,8.357587138748222e-07
585,1.1079901880764366e-11,9.595772029639854e-09,1.1408459075425671e-10,0.010182120231160906,8.32928977987668e-07
586,1.083738844156455e-11,9.540358498675722e-09,1.1338124558506814e-10,0.01017314053969536,8.30113596638838e-07
587,1.0599801233840494e-11,9.485842925425832e-09,1.1267730096395175e-10,0.010164183718525562,8.273124728688024e-07
588,1.0367047940705764e-11,9.432220564228042e-09,1.1197284917856754e-10,0.010155249671666778,8.245255105355255e-07
589,1.0139037795070616e-11,9.379486372367632e-09,1.1126798141499482e-10,0.010146338303694814,8.21752614306207e-07
590,9.915681558696904e-12,9.32763502159299e-09,1.1056278775024857e-10,0.010137449519741826,8.189936896491199e-07
591,9.69689150136892e-12,9.276660909372096e-09,1.09857357145295e-10,0.01012858322549216,8.162486428255446e-07
592,9.482581380186423e-12,9.226558169885547e-09,1.0915177743855886e-10,0.010119739327178247,8.135173808817986e-07
593,9.272666418985398e-12,9.177320684752604e-09,1.0844613533991724e-10,0.010110917731576519,8.107998116413577e-07
594,9.067063287892058e-12,9.128942093487653e-09,1.077405164251733e-10,0.010102118346003363,8.080958436970707e-07
595,8.86569008301519e-12,9.081415803685208e-09,1.0703500513100398e-10,0.010093341078311132,8.054053864034647e-07
596,8.66846630628161e-12,9.034735000932272e-09,1.0632968475037505e-10,0.010084585836884164,8.027283498691393e-07
597,8.475312845419329e-12,8.988892658447613e-09,1.0562463742841627e-10,0.010075852530634852,8.000646449492506e-07
598,8.286151954092558e-12,8.943881546448141e-09,1.0491994415875164e-10,0.01006714106899975,7.974141832380809e-07
599,8.100907232192624e-12,8.899694241243183e-09,1.0421568478027596e-10,0.010058451361935712,7.947768770616962e-07
600,7.919503606288519e-12,8.85632313405807e-09,1.0351193797437231e-10,0.01004978331991606,7.921526394706869e-07
601,7.74186731024048e-12,8.813760439588897e-09,1.0280878126256227e-10,0.010041136853926795,7.895413842329942e-07
602,7.567925865979909e-12,8.771998204291038e-09,1.0210629100458373e-10,0.010032511875462835,7.869430258268178e-07
603,7.397608064458573e-12,8.731028314404228e-09,1.0140454239688628e-10,0.010023908296524298,7.84357479433606e-07
604,7.230843946769916e-12,8.690842503717622e-09,1.007036094715401e-10,0.010015326029612796,7.817846609311264e-07
605,7.067564785444992e-12,8.651432361078654e-09,1.0000356509554838e-10,0.010006764987727788,7.792244868866157e-07
606,6.907703065925405e-12,8.612789337649858e-09,9.93044809705583e-11,0.009998225084362947,7.766768745500088e-07
607,6.7511924682153615e-12,8.574904753918147e-09,9.860642763296069e-11,0.009989706233502565,7.74141741847244e-07
608,6.597967848714868e-12,8.537769806461496e-09,9.790947445437369e-11,0.009981208349617998,7.716190073736466e-07
609,6.447965222235764e-12,8.501375574478092e-09,9.721368964250039e-11,0.00997273134766412,7.69108590387386e-07
610,6.301121744202245e-12,8.465713026083459e-09,9.651914024235481e-11,0.00996427514307584,7.666104108030085e-07
611,6.157375693037266e-12,8.430773024381201e-09,9.582589213784784e-11,0.00995583965176462,7.641243891850433e-07
612,6.0166664527360966e-12,8.39654633331328e-09,9.513401005372498e-11,0.009947424790115044,7.616504467416814e-07
613,5.878934495628095e-12,8.3630236232959e-09,9.444355755785005e-11,0.009939030474981408,7.591885053185249e-07
614,5.744121365327693e-12,8.330195476647297e-09,9.375459706382577e-11,0.009930656623684336,7.567384873924089e-07
615,5.612169659875379e-12,8.298052392813848e-09,9.306718983394366e-11,0.009922303154007437,7.543003160652913e-07
616,5.4830230150693126e-12,8.26658479340103e-09,9.238139598245658e-11,0.009913969984193988,7.518739150582127e-07
617,5.356626087988072e-12,8.235783027015936e-09,9.169727447916534e-11,0.009905657032943636,7.494592087053242e-07
618,5.232924540705039e-12,8.205637373928024e-09,9.101488315331269e-11,0.009897364219409137,7.470561219479815e-07
619,5.111865024194565e-12,8.176138050555045e-09,9.03342786977758e-11,0.00988909146319313,7.446645803289063e-07
620,4.993395162430146e-12,8.147275213780847e-09,8.965551667355093e-11,0.009880838684344924,7.422845099864124e-07
621,4.8774635366746225e-12,8.119038965112174e-09,8.897865151452192e-11,0.009872605803357326,7.399158376486968e-07
622,4.764019669962349e-12,8.091419354681179e-09,8.830373653250534e-11,0.009864392741163486,7.37558490628194e-07
623,4.653014011773139e-12,8.064406385100772e-09,8.76308239225645e-11,0.009856199419133776,7.35212396815994e-07
624,4.5443979228977386e-12,8.037990015179595e-09,8.695996476858483e-11,0.009848025759072693,7.328774846763219e-07
625,4.438123660494453e-12,8.012160163503591e-09,8.629120904910335e-11,0.009839871683215798,7.305536832410791e-07
626,4.33414436333646e-12,7.986906711890978e-09,8.562460564338475e-11,0.009831737114226661,7.282409221044447e-07
627,4.232414037249312e-12,7.962219508727488e-09,8.496020233773635e-11,0.009823621975193852,7.259391314175376e-07
628,4.13288754073794e-12,7.938088372188545e-09,8.429804583205551e-11,0.009815526189627954,7.236482418831362e-07
629,4.035520570802516e-12,7.91450309335513e-09,8.36381817466003e-11,0.009807449681458585,7.213681847504577e-07
630,3.9402696489423974e-12,7.891453439229833e-09,8.298065462897878e-11,0.009799392375031472,7.190988918099951e-07
631,3.847092107347244e-12,7.868929155659628e-09,8.232550796134738e-11,0.009791354195105528,7.16840295388409e-07
632,3.755946075274517e-12,7.846919970171718e-09,8.16727841678126e-11,0.009783335066849969,7.145923283434783e-07
633,3.666790465612256e-12,7.825415594728753e-09,8.102252462202813e-11,0.009775334915841443,7.123549240591047e-07
634,3.5795849616262194e-12,7.804405728409475e-09,8.037476965498108e-11,0.009767353668061193,7.101280164403718e-07
635,3.4942900038902123e-12,7.78388006002088e-09,7.972955856295984e-11,0.00975939124989224,7.079115399086589e-07
636,3.4108667773985226e-12,7.763828270647702e-09,7.908692961569684e-11,0.00975144758811659,7.057054293968085e-07
637,3.3292771988592248e-12,7.744240036144934e-09,7.844692006467932e-11,0.009743522609912465,7.035096203443453e-07
638,3.2494839041671665e-12,7.725105029578988e-09,7.780956615162165e-11,0.009735616242851557,7.013240486927484e-07
639,3.171450236055309e-12,7.706412923622803e-09,7.717490311709196e-11,0.00972772841489631,6.991486508807739e-07
640,3.0951402319231182e-12,7.68815339291024e-09,7.654296520928709e-11,0.00971985905439721,6.969833638398294e-07
641,3.020518611840647e-12,7.670316116354674e-09,7.591378569294854e-11,0.009712008090090122,6.948281249893978e-07
642,2.947550766726905e-12,7.652890779436822e-09,7.528739685841417e-11,0.009704175451093628,6.926828722325106e-07
643,2.876202746701086e-12,7.635867076466325e-09,7.466383003079827e-11,0.009696361066906396,6.90547543951271e-07
644,2.806441249605168e-12,7.61923471282175e-09,7.404311557929347e-11,0.009688564867404565,6.884220790024241e-07
